category,text
Money,"Viral Video Pemuda Kabur Usai Top Up E-Money Malang, Tenyata untuk Judi Online Sebuah rekaman CCTV yang memperlihatkan aksi seorang pemuda kabur setelah melakukantop upe-money viral di media sosial, Jumat (10/1/2025). Kejadian ini berlangsung di konter HP Ave Cell yang berlokasi di Jalan Sudanco Supriadi, Kecamatan Sukun, KotaMalang. Dalam video yang beredar, pemuda tersebut mengenakan jaket hoodie hitam, helm putih, dan mengendarai motor Honda Scoopy. Ia awalnya mendatangi konter HP tersebut untuk mengisi saldo e-money sebesar Rp 200 ribu. Namun, setelah transaksi selesai, ia memanfaatkan kelengahan pemilik konter untuk kabur. Pemilik konter, Vivi (55), menjelaskan kronologi kejadian yang berlangsung sekitar pukul 11.30 WIB. Baca juga:Dua Pemuda di Mataram Curi 11 Karung Bawang Putih Buat Judi Online ""Saat itu kondisi sepi karena waktu salat Jumat, dan toko-toko lain tutup. Hanya konter saya yang buka. Pelaku datang dan memintatop up e-moneyDANA sebesar Rp 200 ribu,"" kata Vivi kepadaTribunJatim.com, Minggu (12/1/2025). Vivi mengaku tidak curiga dan melayani transaksi seperti biasa, meski kondisinya saat itu sedang lelah. ""Biasanya, saya minta uangnya dulu sebelum mengisi. Tapi karena capek, saya lupa dan tetap saya isikan top up,"" ujarnya. Setelah top up selesai, pelaku meminta Vivi mengecek transaksi. Namun, ia beralasan tidak memiliki kuota internet untuk membuka aplikasi e-money. ""Pelaku mintahotspotdari HP saya. Saat saya masuk rumah untuk mengambil HP lain, dia langsung kabur,"" terang Vivi. Kejadian serupa ternyata juga menimpa konter HP lain di Kelurahan Merjosari, Kecamatan Lowokwaru. Baca juga:7 Fakta Hotel Aruss Semarang yang Disita Terkait Kasus Judi Online ""Dari informasi yang saya terima, kerugian di sana mencapai Rp 150 ribu,"" tambah Vivi. Namun, pada Sabtu (11/1/2025) pukul 18.30 WIB, pelaku berinisial SF (24) bersama orang tuanya mendatangi Vivi untuk meminta maaf dan mengganti kerugian. ""Menurut keluarga pelaku, uang dari top up itu digunakan untuk game danjudi online,"" jelasnya. Dengan adanya itikad baik dari pihak pelaku, kasus ini diselesaikan secara kekeluargaan. ""Kami sudah sepakat untuk menyelesaikan masalah ini secara damai. Pihak keluarga pelaku juga telah meminta maaf dan mengganti kerugian,"" tutup Vivi. Artikel ini telah tayang di TribunJatim.com dengan judulNasib Pemuda di Malang Kabur Usai Top Up E-Money, Orangtua Datang Minta Maaf, Ternyata Dipakai Judi"
Money,"[POPULER MONEY] Alasan Orang AS Lebih Memilih Bangun Rumah Kayu | Blackberry Sempat Tolak Bangun Data Center di Indonesia Bagi yang hobi menonton film Amerika Serikat atau Hollywood, pernahkah menyadari bahwa hampir semua rumah di Negeri Paman Sam terbuat dari kayu? Pemilihan rumah dengan bahan utama dari kayu di Amerika Serikat tak memandang status sosial. Kaya maupun miskin, kebanyakan orangASlebih menyukai menggunakanrumah kayuketimbang menggunakan batu bata dan semen. Berita mengenai orang AS lebih memilih bangun rumah kayu ketimbang semen masuk ke jajaran teratas berita terpopuler di Money Kompas.com pada Rabu (5/1/2022) kemarin. Berikut deretan berita terpopuler di Money Kompas.com pada Rabu kemarin: 1. Mengapa Orang AS Lebih Memilih BangunRumah Kayuketimbang Semen? Dari beberapa alasan, pemilihan rumah kayu terutama didasari motif ekonomi. Dikutip dari laman Homely Ville, berikut ini alasan orang AS lebih memilih menggunakan rumah kayu. Salah satunya, karena harga kayu yang relatif lebih terjangkau. Sebagai salah satu negara dengan daratan paling luas dunia, AS adalah negara penghasil kayu hutan yang terbilang besar. Harga kayu pun masih relatif terjangkau dibandingkan membeli semen. Selain itu, membangun rumah kayu lebih cepat selesai, sehingga biaya pembangunan bisa ditekan. Membayar tukang bangunan sangatlah mahal di AS.Rumah kayuadalah tempat tinggal yang bisa dibangun dengan cepat dan mudah. Untuk mengetahui alasan selengkapnya silahkan baca disini 2. Pahami Beda Jaminan Hari Tua dan Jaminan Pensiun BPJS Ketenagakerjaan Manfaat Jaminan Hari Tua (JHT) berbeda dengan manfaat Jaminan Pensiun (JP) pada program BPJS Ketenagakerjaan. Pasalnya, Jaminan Hari Tua adalah salah satu program BPJS Ketenagakerjaan yang berbeda dengan Jaminan Pensiun BPJS, meski keduanya sama-sama diperuntukkan bagi pekerja penerima upah. Tak ayal, pertanyaan mengenai perbedaan JHT dan JP kerap mencuat di kalangan pembaca, termasuk bagi yang mencari jawaban apakah Jaminan Pensiun bisa dicairkan. Untuk mengetahui perbedaannya silahkan baca disini"
Money,"Mengenal 9 Macam Alat Pembayaran dalam Perdagangan Internasional Perdagangan internasional adalahkegiatan jual beli barang/jasa antara satu negara dengan negara lainnya. Dengan melakukanperdagangan internasional, setiap negara dapat memajukan pertumbuhan ekonomi. Bisa dikatakan salah satu tujuan utama dariperdagangan internasional adalahuntuk memperoleh keuntungan dari kegiatan tersebut. Adapun perdagangan internasional adalah diwujudkan melalui kegiatan ekspor impor. Ekspor adalah kegiatan menjual barang/jasa ke luar negeri, sedangkan impor adalah kegiatan membeli barang/jasa dari luar negeri. Kegiatan ekspor dan impor akan memperluas lapangan kerja, menghasilkan devisa negara dan keuntungan lainnya dibidang politik, pertahanan dan sosial budaya. Baca juga:Jokowi: Minyak Goreng Curah Ada Tapi Stok Tidak Banyak Perdagangan internasionaladalah bukan saja membantu pertumbuhan ekonomi sebuah negara, tetapi ikut serta dalam memenuhi kebutuhan warga negara lain. Pasalnya, tidak ada negara yang bisa memenuhi kebutuhan warganya tanpa melakukan perdagangan internasional. Karena itu, setiap negara harus menjalin hubungan yang baik dengan negara lainnya. Dikutip dari laman Gramedia.com, bentuk transaksi yang dilakukan dalam perdagangan internasional adalah investasi pembangunan pabrik, melakukan ekspor-impor antara dua negara atau lebih, belanja bahan baku dari negara lain, dan masih banyak bentuk transaksi lainnya. Perdagangan internasional dapat berjalan dengan baik jika setiap negara memperhatikan faktor penggerak dan faktor penghambat. Kedua faktor itu akan menentukan apakah perdagangan internasional bisa berjalan sesuai rencana atau mengalami kegagalan. Baca juga:PPN Transaksi Saham Bakal Naik Jadi 11 Persen, Indo Premier Sekuritas Pastikan Tidak Naikkan Fee Transaksi Ketika melakukan perdagangan internasional dengan negara lain, maka akan muncul prosedur pembayaran internasional. Pembayaran internasional adalah pembayaran yang dilakukan dengan cara melakukan pinjaman dari luar negeri sehingga diperlukan beberapa cara untuk menyelesaikan utang piutang tersebut. Ada beberapaalat pembayaran internasionalyang digunakan saat melakukan transaksi atau perdagangan dengan negara lain. Berikut beberapa alat pembayaran internasional beserta caranya: Pembayaran tunai perlu dilakukan jika eksportir dan importir belum saling kenal secara baik karena bisa membangun kepercayaan antara eksportir dan importir. Pembayaran tunai yang dilakukan importir bisa menggunakan mata uang dari eksportir. Baca juga:Jenis Formulir SPT dan Cara Lapor Pajak di djponline.pajak.go.id Transaksi pada pembayaran tunai membuat eksportir mendapatkan uangnya lebih cepat sehingga transaksi ini sangat disenangi oleh eksportir. Pembayaran kemudian bisa dilakukan atau diterapkan ketika eksportir dan importir susah saling kenal satu sama lain. Pembayaran kemudian sangat disenangi oleh importir karena yang menanggung risiko pengiriman ialah eksportir. Bisa dikatakan bahwa pembayaran kemudian merupakan metode pembayaran yang dilakukan ketika barang sudah sampai dan diterima oleh importir. FreepikMacam-macam alat pembayaran yang digunakan dalam perdagangan internasional"
Money,"Mahasiswa yang Ingin Tambahan Penghasilan, Waspadai Penipuan secara Online Mahasiswa kerap dihadapkan pada keterbatasan dana untuk mencukupi kebutuhan sehari-hari, termasuk untuk kuliah. Karenanya, banyak dari para mahasiswa yang memilih membuka usaha untu menambah penghasilan. Namun, tidak sedikit mahasiswa yang kemudian menghadapi kenyataan pahit. Bukan keuntungan, namun justru buntung. Hal ini seperti yang terjadi diIPB, di mana ada 116 mahasiswa dan ratusan korban lain yang tertipu oleh praktikmoney game. Ketua Satgas Waspada Investasi Tongam L. Tobing menuturkan, kasus ini didugamoney game, karena pelaku sudah melakukan kegiatannya sejak akhir tahun lalu dan masih bisa gali lubang tutup lubang. Baca juga:6 Tips Penting agar Sukses Memulai Usaha Produk Herbal Praktikmoney gamemerupakan praktik gali lubang tutup lubang dengan merekrut sejumlah orang, di mana praktik ini menjanjikan keuntungan besar dengan risiko yang rendah bahkan tanpa risiko sama sekali. Tongam menduga, pelaku kasus usahaonlineyang melibatkan mahasiswa IPB dan masyarakat tersebut melakukan praktik yang sama. “Belakangan ini karena semakin sedikit yang mau transaksi, pelaku kewalahan dengan cicilan itu, dari sisi toko onlinenya juga ini menjadi masalah, karenafee10 persen untuk komisi pembeli ini sesuatu yang besar, dan juga masyarakat kita disuruh pinjam dari pinjaman online,” kata Tongam, Senin (21/11/2022). Diketahui, modus operandi yang dilakukan pelaku adalah menjanjikan korban dengan imbalan 10 persen per transaksi di toko online. Korban yang terlibat diminta, bahkan dibantu oleh pelaku untuk meminjam dana dari perusahaan pembiayaan. Saat uang masuk ke pelaku, tidak ada barang yang diserahkan ke pembeli alias transaksi fiktif. Berbagai jenis modus investasi ilegal dengan praktikmoney gameini pun dijelaskan Tongan dalam sesi pemaparannya. “Jenis praktik ini sangat banyak seperti saham dengan skemamoney game, skema ponzi dengan modus membantu sesama, dan skema ponzi dengan modus belanja online,” jelasnya. Baca juga:Keterampilan Fundamental Harus Dimiliki Pelaku UMKM di Era Digital Lebih lanjut, Tongan menuturkan praktikmoney gameini akan terus berjalan apabila masih ada orang yang bisa direkrut, alias ditipu. Oleh karena itu, ia mengatakan saat ini sangat penting untuk memiliki literasi yang baik dari segi investasi dan pembiayaan, termasuk untuk para mahasiswa. “Money gameini akan ada selama masih ada yang bisa ditipu, dia cepat atau lambat akan berhenti, kalau tidak ada lagi orang yang bisa direkrut,” tutup Tongam."
Money,"[POPULER MONEY] Kereta Cepat Vs Argo Parahyangan | Kimia Farma Buka Banyak Lowongan Kerja 1.Kereta CepatVs Argo Parahyangan, Konsumen Pilih Mana? Operasi komersial Kereta Cepat Jakarta Bandung (KCJB) tinggal menghitung hari. Rencananya, kereta yang pembangunannya didanai utang dari China dan APBN Indonesia ini akan diresmikan Presiden Joko Widodo (Jokowi) pada 1 Oktober 2023. PT Kereta Cepat Indonesia China (KCIC) menyebut penumpang hanya membutuhkan waktu 30 menit perjalanan dari Stasiun Halim Jakarta Timur menuju ke Padalarang di Kabupaten Bandung Barat. Nah bagi penumpang yang memiliki tujuan ke Kota Bandung, maka penumpangkereta cepatdisarankan perlu berjalan kaki dari Stasiun Kereta Cepat Padalarang berpindah menuju ke Stasiun Padalarang untuk berganti kereta feeder. Pemerintah sendiri sudah menegaskan, meski ada KCJB, KA Argo Parahyangan tidak akan dihapus. Keduanya akan beroperasi dengan saling melengkapi. Selengkapnya baca disini 2. Kimia Farma Buka BanyakLowongan Kerja, Simak Posisi dan Persyaratannya Bagi kamu lulusan minimal Diploma (D3) ingin berkarir di industri farmasi, simaklowongan kerjayang satu ini. PT Kimia Farma Tbk membuka lowongan kerja yang nantinya akan diposisikan sebagai Perawat, Perawat Gigi, Apoteker hingga Tenaga Teknis Kefarmasian. PT Kimia Farma Tbk merupakan perusahaan industri farmasi pertama di Indonesia yang didirikan oleh Pemerintah Hindia Belanda tahun 1817. Nama perusahaan ini pada awalnya adalah NV Chemicalien Handle Rathkamp & Co. Berdasarkan kebijaksanaan nasionalisasi atas eks perusahaan Belanda di masa awal kemerdekaan, pada tahun 1958, Pemerintah Republik Indonesia melebur sejumlah perusahaan farmasi menjadi PNF (Perusahaan Negara Farmasi) Bhinneka Kimia Farma. Selengkapnya baca disini 3. Cara DaftarGoCorpGojek Gojek memiliki layanan GoCorp yang merupakan layanan untuk memudahkan perusahaan-perusahaan di Tanah Air dalam memberikan fasilitas transportasi karyawan dan pengiriman barang melalui aplikasi Gojek. Lewat layanan ini mitra pengemudi GoCar dan GoRide bisa melayani kebutuhan mobilitas karyawan. KemudianGoSend melayani kebutuhan pengiriman paket perusahaan."
Money,"Cara Top Up e-Money lewat Livin' by Mandiri dan BSI Mobile Kartue-MoneyMandiri atau e-toll Mandiri merupakan uang elektronik keluaran produk dari Bank Mandiri. E-Moneybank Mandiri berguna untuk berbagai keperluan transaksi seperti membayar transportasi umum, membayar tarif tol, hingga berbelanja di beberapa minimarket. Sebelum menggunakannya untuk berbagai transaksi, tentu pengguna e-Money harus mengisi atautop upsaldo terlebih dahulu. Caratop upe-Money dapat dilakukan pengguna melalui berbagai metode, seperti e-commerce, ATM Mandiri, merchant retail, dan M-Banking. Baca juga:Cara Cek dan Isi Saldo Kartu Uang Elektronik lewat NFC di Ponsel Cara mudah dan praktis salah satunya adalah menggunakan M-Banking.Top upsaldoe-moneydapat dilakukan via M-Banking Mandiri danBSI Mobile. Namun, sebelumtop-upe-Money lewat ponsel, pastikan smartphone Anda sudah dilengkai fitur NFC (Near Field Communication). Kemudian, aktifkan fitus NFC lebih dulu sebelum melakukan top-up e-Money. Setelah itu, ikuti dua caratop-upe-Money Mandirimelalui aplikasiLivin' by Mandiridan BSI Mobile yang dihimpun dari laman resmi Bank Mandiri berikut: Baca juga:Apa Itu NFC pada Smartphone dan Bagaimana Cara Kerjanya? Cara top-up e-Money di aplikasi Livin' Mandiri bisa dilakukan di ponsel Android maupun iOS.  Unduh aplikasi Livin' by Mandiri di smartphone Android atau iPhone melaluilamanberikut. Kemudian, ikuti langkah berikut: Baca juga:Begini Cara Tarik Tunai Tanpa Kartu ATM BCA, BRI, BNI, Mandiri dsb Seperti cara sebelumnya,top-up e-Money via BSI Mobilejuga bisa dilakukan dengan mengunduh aplikasi BSI Mobile di smartphone Android dan iOS. Pengguna Android bisa mengunduhnya di Play Store ditautanini, sementara penggunua iOS bisa download di App Store dilinkini. Jika aplikasi sudah terinstal, ikuti langkah berikut: Baca juga:Mengenal Teknologi RFID di E-KTP dan Kartu Uang Elektronik Adapun minimal top up e-Money Mandiri lewat BSI Mobile adalah Rp 20.000 dengan biaya admin Rp 1.000. Untuk mengecek saldo e-Money buka kembali menu eWallet kemudian pilih ""Update Saldo"". Tempelkan kartu e-Money Mandiri di belakang HP dan tunggu beberapa saat hingga saldo bertambah. Sekali lagi, pastikan ponsel Anda mendukung fitur NFC. Itulah beberapa cara top up saldo e-Money via M-Banking Mandiri dan BSI Mobile. Semoga membantu"
Money,"[POPULER MONEY] Alasan Komponen Tukin dalam THR Masin 50 Persen | THR ASN, Polri/TNI dan Pensiunan Cair 4 April 1.Sri MulyaniBeberkan Alasan Komponen Tukin dalamTHRMasih 50 Persen Pemerintah telah mengumumkan ketentuan terkait pemberian Tunjangan Hari Raya (THR) bagi Aparatur Sipil Negara (ASN). Pada tahun ini, ASN akan menerima THR sebesar gaji pokok dan tunjangan melekat beserta 50 persen tunjangan kinerja (tukin), atau tidak berubah dari tahun lalu. Ketentuan mengenai pemberian THR itu diatur dalam Peraturan Pemerintah (PP) nomor 15 tahun 2023. Ketentuan ini juga mengatur pemberiangaji ke-13bagi para ASN. Menteri Keuangan Sri Mulyani Indrawati mengatakan, penanganan Covid-19 memang sudah cukup terkendali. Namun, pemulihan ekonomi dinilai menghadapi tantangan global yang sangat tidak pasti terutama dalam bentuk perlambatan ekonomi global, kondisi geopolitik yang mempengaruhi kondisi ekonomi, dan tren kebijakan moneter untuk menangani inflasi yang cenderung tetap. ""Maka kebijakan pemberian THR dan gaji ke-13 disesuaikan dengan tantangan dan kondisi saat ini,"" kata dia, dalam konferensi pers, Rabu (29/3/2023). Selengkapnya baca disini 2. THR ASN, TNI-Polri, dan Pensiunan Bakal Cair 4 April 2023 Pada tahun ini, tunjangan hari raya (THR) bagi aparatur sipil negara (ASN) baik di pusat maupun daerah, TNI, Polri, serta pensiunan ASN akan disalurkan pada H-10 sebelum Lebaran 2023. Hal ini diumumkan langsung oleh Menteri Keuangan (Menkeu) Sri Mulyani Indrawati secara daring, Rabu (29/3/2023). ""Untuk pencairan THR ini akan dimulai pada H-10 dari hari raya Idul Fitri. Jadi, kira-kira tanggal 4 April sudah dicairkan,"" ucapnya. Pengaturan pencairan THR ASN ini termaktub dalam Peraturan Pemerintah Nomor 15 Tahun 2023, yang mengatur THR dan gaji ke-13. THR pada 2023, lanjut Sri Mulyani, terdiri atas pembayaran sebesar gaji pokok atau pensiunan pokok ditambah dengan tunjangan yang melekat pada gaji atau pensiunan pokok. Selengkapnya baca disini 3. Pemerintah Bakal Beri THR ""Spesial"" bagi Guru dan Dosen Tahun Ini Menteri Keuangan (Menkeu) Sri Mulyani Indrawati mengatakan, guru dan dosen akan mendapatkan komponen baru dalam pemberian tunjangan hari raya (THR) pada 2023."
Money,"[POPULER MONEY] Duduk Perkara Kabar Anggaran IKN Diblokir | Gaji Ke-13 dan 14 ASN Tidak Dihapus | Nasib MNC Land Lido 1. Duduk Perkara KabarAnggaran IKNDiblokir, Bagaimana ""Nasib"" Pembangunannya? Kabar kelanjutan pembangunan Ibu Kota Nusantara (IKN) di Kalimantan Timur menjadi perhatian publik usai adanya pernyataan soalanggaran IKNdihentikan. Isu soal kelanjutan pembangunan IKN sendiri mencuat usai Menteri Pekerjaan Umum (PU) Dody Hanggodo usai rapat bersama Komisi V DPR RI di Kompleks Parlemen, Senayan, Jakarta Pusat, Kamis (6/2/2025). Pada kesempatan tersebut, Menteri Dody menyebutkan ke wartawan bahwa realisasi anggaran IKN 2025 masih diblokir. Oleh karena itu, Dody mengatakan, belum ada progres pembangunan IKN pada 2025 ini. Selengkapnya simak disini 2.Gaji Ke-13dan 14 ASN Tidak Dihapus, tapi Sedang Proses Cair... Teka-teki soalgaji ke-13dan 14 ASN atau tunjangan hari raya (THR) dihapus atau tidak sebagai imbas efisiensi anggaran akhirnya terjawab. Menteri Keuangan Sri Mulyani yang menjawabnya. Dalam sebuah kesempatan di Mall Grand Indonesia, Menteri keuangan yang menjabat selama 3 masa presiden yang berbeda tersebut menegaskan bahwa gaji ke-13 dan 14 ASN aman. Bahkan, dia meminta masyarakat untuk menunggu keputusan tersebut lantaran saat ini sedang diproses oleh pemerintah. ""Enggak (dibatalkan), itu sedang diproses saja,"" ujarnya di Mall Grand Indonesia, Jakarta, Kamis (6/2/2025). Baca selengkapnya disini 3. 5 Fakta KaryawanPT Timahyang Dipecat Buntut Ejek Honorer Pakai BPJS Dwi Citra Weni, seorang berstatus karyawan tetap PT Timah Tbk dipecat usai videonya viral. Sebelum dipecat, ia juga sempat mendapatkan surat peringatan SP 2. Kejadian bermula saat pemilik akun Instagram dan TikTok bernama Wenny Myzone ini mengunggah komentar yang dianggap bernada merendahkan status pekerjaan orang lain di media sosial."
Money,"[POPULER MONEY] Jadwal One Way Saat Arus Mudik dan Balik Lebaran 2024 | Kata Gojek soal Pesan Ojol Susah 1. Catat, Ini JadwalOne WaySaatArus Mudikdan Balik Lebaran 2024 Saatarus mudikdan balik Lebaran 2024, akan diberlakukan sistem satu arah atauone waydalam jalan tol untuk mengantisipasi kepadatan kendaraan. Sebelumnya, Kementerian Perhubungan (Kemenhub), Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR), serta Korps Lalu Lintas Kepolisian Negara (Kakorlants Polri) telah menerbitkan Surat Keputusan Bersama (SKB) tentang Pengaturan Lalu Lintas Jalan serta Penyeberangan Selama Masa Arus Mudik dan Arus Balik Angkutan Lebaran 2024. Dikutip dari laman Direktorat Jenderal Perhubungan Darat Kemenhub, pada momen libur lebaran tahun ini diprediksi sebanyak 71 persen jumlah populasi Indonesia atau sekitar 193 juta orang akan melakukan pergerakan, baik untuk pulang kampung atau berwisata. Sistem satu arah di jalan tol dilakukan untuk memastikan kelancaran arus lalu lintas selama arus mudik dan balik Lebaran 2024, dengan mengedepankan kenyamanan, keamanan, dan keselamatan para pemudik. Simak jadwal lengkapnya disini 2. Ramai Warga Keluhkan PesanOjolSusah, Ini KataGojek Warganet ramai mengeluhkan sulitnya memesan transportasi online melalui aplikasi Gojek pada Kamis (4/4/2024) lalu. Berdasarkan pantauan Kompas.com, keluhan tersebut ramai beredar di media sosial X. Salah satu akun @wrkuniawan mempertanyakan penyebab sulitnya memesan ojek online (ojol) melalui Gojek dan Grab. Cuitannya pun ditanggapi ribuan warganet yang merasakan hal serupa. Lalu apa kata Gojek? Baca tanggapannya disini 3. Tinggalkan Rekor Tertinggi, Harga Emas Antam 5 April 2024 Turun Rp 4.000 Per Gram Harga emas batangan PT Aneka Tambang (Persero) Tbk turun Rp 4.000 per gram pada hari ini, Jumat (5/4/2024), berbalik dari tren penguatan yang terjadi sejak awal pekan. Mengutip laman Logam Mulia, harga emas Antam kini menjadi sebesar Rp 1.279.000 per gram. Harga itu turun dari hari sebelumnya sebesar Rp 1.283.000 per gram, yang merupakan rekor tertinggi sepanjang masa."
Money,"[POPULER MONEY] Tarif Listrik Per kWh Juni 2024 | Daftar Harga BBM di SPBU Pertamina Hargatarif listrikyang berlaku selama bulan Juni 2024 tidak mengalami perubahan atau tetap. Sebelumnya, Kementerian Energi dan Sumber Daya Mineral (ESDM) telah memutuskan, tarif listrik per kWh (kilowatt hour) bagi pelanggan non subsidi tetap selama bulan April sampai Juni 2024. Harga tarif listrik bulan Juni yang masih sama dengan sebelumnya, dilakukan untuk menjaga daya beli masyarakat. Rincian tarif listrik per kWh berlaku Juni 2024 dapat dicek disini. Harga emas di PegadaianSabtu (1/6/2024) tercatat mengalami kenaikan yang cukup signifikan. Harga emas batangan Antam misalnya, Per 1 gram dibanderol Rp 1.371.000. Sementara untuk pecahan 0,5 gram, harga emas mencapai Rp 737.000 sedangkan untuk pecahan 2 gram, dipatok seharga Rp 2.680.000. Tidak hanya emas batangan Antam, harga emas batangan dari UBS juga mengalami kenaikan yang mencolok. Simakharga emas di Pegadaianselengkapnya ditautanini. PT Aneka Tambang Tbk (ANTM) atau Antam menghormati penetapan tersangka enam orang mantan General Manager (GM) BUMN ini dalam perkara dugaan tindak pidana korupsi tata kelola komoditi emas periode tahun 2010–2022 seberat 109 ton oleh Kejaksaan Agung. “Terkait dengan penetapan tersangka eks GM Antam, kami menghormati proses hukum yang sedang berjalan,” ujar Sekretaris Perusahaan Antam Syarif Faisal Alkadrie dikutip dari Antara, Sabtu (1/6/2024)."
Money,"Fakta Menarik Money Heist Season 5 Part 2, Akhir dari Aksi Pencurian Money Heist Season 5Part 2telah dirilis 3 Desember 2021 lalu dan dapat ditonton di Netflix. Setelah sebelumnya penonton dibawa ke aksi pencurian emas dipart1, kini penonton dapat melihat resolusi dari pencurian tersebut. Di balik aksi seru kelompok penjahat tersebut, terdapat beberapa fakta menarik yang membuat part ini semakin wajib untuk ditonton. Berikut tiga fakta menarik dariMoney Heist Season 5 Part 2: Baca juga:Sinopsis Money Heist Season 5 Volume 2, Akhir Kisah Professor dan Para Perampok Banyak dari penggemar sagaMoney Heistyang mengatakan bahwa akhir dari part 2 ini agak mengganjal. Dari secarik kertas hingga keadaan mental salah satu komplotan, penonton dibuat penasaran dengan arti dari hal-hal mengganjal tersebut. Namun, tak sedikit juga penonton yang puas dengan akhiran tersebut, di mana masih terdapatriddleyang perlu dipecahkan sendiri. Baca juga:Money Heist Disukai Jutaan Orang, Ursula Corbero Bilang Begini Money Heistmenyenggol banyak isu seperti kesetaraan gender, khususnya wanita. Bagaimana tidak, saga ini menunjukkan kuatnya para karakter wanita, seperti Tokyo (Ursula Corbero). Di lain sisi, terdapat juga karakter Sierra (Najwa Nimri) yang sangat cerdas dan berkompetensi. Baca juga:Money Heist Season 5 Volume 2 Siap Tayang, Apa Perbedaannya dengan Volume 1? Dipartsebelumnya, Professor (Alvaro Morte) tertangkap dan berada di keadaan yang sangat mencekam. Dalampart2 ini, akan terungkap nasib dari sang otak aksi pencurian ini. Apakah Professor akan selamat dari kekangan Sierra? Baca juga:Alvaro Morte Bocorkan Peran Profesor di Money Heist Season 5 Volume 2 Itulah fakta menarik dari part terakhir saga Money Heist. Saksikan keseruan dan resolusi cerita dariMoney Heist Season 5 Part 2hanya di Netflix."
Money,"5 Tips Mengatur Gaji Biar Tak Cuma Numpang Lewat Mengelola penghasilan, salah satunya gaji agar tidak habis begitu saja menjadi sesuatu yang penting untuk dilakukan. Jika hanya menuruti keinginan-keinginan yang tak ada habisnya, tentunya gaji yang diperoleh juga cuma numpang lewat saja di rekening. Untuk itu diperlukan pengelolaan penghasilan secara bijak. Dengan mengatur penghasilan dengan baik, pastinya akan membantu mempermudah mencapai tujuan-tujuan di masa depan. Anda dapat mendisiplinkan diri untuk menabung dan berinvestasi. Lantas, apa saja tips yang bisa dilakukan untuk mengelola penghasilan? Baca juga:Hadapi Ancaman Resesi, Simak Tips Pengelolaan Keuangan dan Investasi Dilansir dari informasi resmi Otoritas Jasa Keuangan (OJK), berikut sejumlah tips yang bisa dilakukan untuk mengelola keuangan: Anda perlu mendisiplinkan diri untuk mencatat seluruh pemasukan dan pengeluaran. Hal tersebut membantu mengatur aliran dana dan memilah prioritas kebutuhan dan keinginan. Atur pos anggaran untuk kebutuhan utama seperti biaya hidup sehari-hari, transportasi, dan hutang yang harus dilunasi. Dari alokasi biaya hidup hingga hutang, maka dapat diketahui sisa anggaran yang dimiliki. Anda harus mengutamakan pembayaran cicilan atau tagihan terlebih dahulu. Lakukan pembayaran cicilan atau tagihan hutang tepat waktu agar tidak terkena denda yang memberatkan keuangan. Baca juga:4 Langkah Antisipasi Dampak Inflasi Menurut Bank Indonesia Anda dapat menyimpan tabungan dalam rekening terpisah untuk membantumu disiplin menabung dan mudah mengatur alokasi anggaran. Investasi dapat dijadikan pilihan untuk memperoleh keuntungan dan menambah keuangan. Tapi, jangan lupa untuk mempelajari dan memilih investasi yang memiliki manfaat dan risiko sesuai kebutuhan. Penting juga untuk diingat bahwa sebelum melakukan pembelian, pastikan telah mengecek izin dari investasi tersebut. Pastikan investasi tersebut legal dan diawasi oleh otoritas berwenang. Baca juga:5 Tips Memilih Investasi yang Aman, Apa Saja? Baca juga:Mengenal Apa Itu Resesi, Penyebab, dan Pengaruhnya "
